INDEX,SPMCODE,Collector_no,Alt_Coll_No,TAXA-Current_determination,Collection_date,Collectors,OWNER,Country,State_Province_Region_territory,substate,substateRank,Site,Protected,habitat,associates,DBH-cm,Height-m,plantAttributesOther,Determination_HIST_PIPED,Determined_by,Determined_date,determination_reasoning_notes,sourceInstitution,livingCollectionsNumber,OrigSourceInfo,Original Source- Cultivated,latitude.orig,longitude.orig,Elevation-USETHIS,coordinatesSource,photos,Collecting_Extracting_notes,Project,DNA_location,voucher1,voucher2,voucher3,otherVouchers,MOR_Acc_Num,SPM_voucher,Voucher_Notes,Mira used for:,Wild_Arb_GH_Collected,latitude_georef,longitude_georef,Georeference_source,country-georef,state_province_georef,County_georef,City_georef,HYB-SEQ-EXTRACT,Hyb-SEQ subproject,HYB-SEQ Sequenced On,Hyb-SEQ_filename1,Hyb-SEQ_filename2,HYB-SEQ notes,HYB-SEQ_BioProject,Hyb-SEQ-SRA_library_ID,SRA_biosample_accession,HYB-SEQ SRA_title_correct_LOCALITY_INFO,Lookup-SUBGENUS-by-CurrentTAXA,LOOKUP-section-by-currentTAXA,Lookup-CLADE0by-CurrentTAXA,GABE-TEMP
1929,QUE001929,MO-MG398,,Quercus macrocarpa,6/23/17,"Mira Garner, Sara Desmond",HIPP,USA,Missouri,Shannon,County,"Eminence, Buttin Rock Access, near river",,Flood plain (rocky),,,,,Quercus macrocarpa Michx.,,,,,,,,,,320,,,"GPS: (34.79766, -92.31501) 320 ft. These coordinates match better previous site.","Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184694,MOR<USA-IL>: Garner and Desmond MO-MG398,,Rangewide,wild,37.15740,-91.36496,Used next tree collected as same sites GPS coordinates,USA,Missouri,,,OAK-MOR-001394,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001394_S34_L001_R1_001.fastq.gz,OAK-MOR-001394_S34_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Missouri,subg. Quercus,Quercus,Prinoideae,QUE001929
1930,QUE001930,MO-MG399,,Quercus muehlenbergii,6/23/17,"Mira Garner, Sara Desmond",HIPP,USA,Missouri,Shannon,County,"Eminence, Buttin Rock Access, near river",,Flood plain (rocky),,,,,Quercus alba L.|Quercus muehlenbergii,Hipp,3/9/21,molecularDet,,,,,37.15740,-91.36496,551 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184695,MOR<USA-IL>: Garner and Desmond MO-MG399,,Rangewide,wild,37.15740,-91.36496,NA-Wild collected,USA,Missouri,,,OAK-MOR-001395,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001395_S35_L001_R1_001.fastq.gz,OAK-MOR-001395_S35_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:Missouri,subg. Quercus,Quercus,Prinoideae,QUE001930
1932,QUE001932,MO-MG401,,Quercus alba,6/23/17,"Mira Garner, Sara Desmond",HIPP,USA,Missouri,Shannon,County,"Eminence, Buttin Rock Access, near trailer park",,Flood plain (rocky),,,,,Quercus alba L.,,,,,,,,37.15729,-91.36499,635 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,MOR-unmounted,,,,,,,DNA Barcoding,wild,37.15729,-91.36499,NA-Wild collected,USA,Missouri,,,OAK-MOR-001255,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001255_S11_L001_R1_001.fastq.gz,OAK-MOR-001255_S11_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus alba from USA:Missouri,subg. Quercus,Quercus,Albae,QUE001932
1933,QUE001933,MO-MG402,,Quercus macrocarpa,6/23/17,"Mira Garner, Sara Desmond",HIPP,USA,Missouri,Shannon,County,"Eminence, Buttin Rock Access, near river",,Flood plain (rocky),,,,,Quercus macrocarpa Michx.,,,,,,,,37.15687,-91.36471,644 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184697,MOR<USA-IL>: Garner and Desmond MO-MG402,,DNA Barcoding,wild,37.15687,-91.36471,NA-Wild collected,USA,Missouri,,,OAK-MOR-001256,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001256_S6_L001_R1_001.fastq.gz,OAK-MOR-001256_S6_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Missouri,subg. Quercus,Quercus,Prinoideae,QUE001933
1936,QUE001936,MO-MG405,,Quercus macrocarpa,6/23/17,"Mira Garner, Sara Desmond",HIPP,USA,Missouri,Shannon,County,"Eminence, Buttin Rock Access, near river",,Flood plain (rocky),,,,,Quercus macrocarpa Michx.,,,,,,,,37.15758,-91.36513,670 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184698,MOR<USA-IL>: Garner and Desmond MO-MG405,,Rangewide,wild,37.15758,-91.36513,NA-Wild collected,USA,Missouri,,,OAK-MOR-001396,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001396_S36_L001_R1_001.fastq.gz,OAK-MOR-001396_S36_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Missouri,subg. Quercus,Quercus,Prinoideae,QUE001936
1937,QUE001937,MN-MG493,,Quercus macrocarpa,7/3/17,"Mira Garner, Sara Desmond, Bill Carter",HIPP,USA,Minnesota,Winona,County,"Winona, Prairie Moon Nursery, Wiscoy Co-op, in woods near side of path",,woods,,,,,Quercus macrocarpa Michx.,,,,,,,,43.90292,-91.63996,1122 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185754,MOR<USA-IL>: Garner et al.MN-MG493,,DNA Barcoding,wild,43.90292,-91.63996,NA-Wild collected,USA,Minnesota,,,OAK-MOR-001261,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001261_S15_L001_R1_001.fastq.gz,OAK-MOR-001261_S15_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Minnesota,subg. Quercus,Quercus,Prinoideae,QUE001937
1938,QUE001938,MN-MG494,,Quercus muehlenbergii,7/3/17,"Mira Garner, Sara Desmond, Bill Carter",HIPP,USA,Minnesota,Winona,County,"Winona, Prairie Moon Nursery, Wiscoy Co-op, in woods near side of path",,woods,,,,,Quercus alba L.|Quercus muehlenbergii,Hipp,3/9/21,molecularDet,,,,,43.90300,-91.63986,1265 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185773,MOR<USA-IL>: Garner et al.MN-MG494,,Rangewide,wild,43.90300,-91.63986,NA-Wild collected,USA,Minnesota,,,OAK-MOR-001397,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001397_S37_L001_R1_001.fastq.gz,OAK-MOR-001397_S37_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:Minnesota,subg. Quercus,Quercus,Prinoideae,QUE001938
1940,QUE001940,MN-MG496,,Quercus macrocarpa,7/3/17,"Mira Garner, Sara Desmond, Bill Carter",HIPP,USA,Minnesota,Winona,County,"Winona, Prairie Moon Nursery, Wiscoy Co-op, next to MN-MG495, in woods near path.",,woods,,,,,Quercus alba L. ?|Quercus macrocarpa,Hipp,3/9/21,molecularDet,,,,,43.90232,-91.63887,,,,Need to verify ID,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185770,MOR<USA-IL>: Garner et al.MN-MG496,,Rangewide,wild,43.90232,-91.63887,NA-Wild collected,USA,Minnesota,,,OAK-MOR-001398,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001398_S38_L001_R1_001.fastq.gz,OAK-MOR-001398_S38_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Minnesota,subg. Quercus,Quercus,Prinoideae,QUE001940
1943,QUE001943,MN-MG499,,Quercus alba,7/3/17,"Mira Garner, Sara Desmond, Bill Carter",HIPP,USA,Minnesota,Winona,County,"Winona, Prairie Moon Nursery, Wiscoy Co-op, top of hill near houses",,top of hill,,,,,Quercus macrocarpa Michx.|Quercus alba,Hipp,3/11/21,molecularDet,,,,,43.89158,-91.64829,1059 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185756,MOR<USA-IL>: Garner et al.MN-MG499,,Rangewide,wild,43.89158,-91.64829,NA-Wild collected,USA,Minnesota,,,OAK-MOR-001399,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001399_S39_L001_R1_001.fastq.gz,OAK-MOR-001399_S39_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus alba from USA:Minnesota,subg. Quercus,Quercus,Albae,QUE001943
1947,QUE001947,MN-MG503,,Quercus muehlenbergii,7/3/17,"Mira Garner, Sara Desmond, Bill Carter",HIPP,USA,Minnesota,Winona,County,"Winona, Prairie Moon Nursery, Wiscoy Co-op, top of hill near houses",,top of hill,,,,,Quercus macrocarpa Michx.|Quercus muehlenbergii,Hipp,3/9/21,molecularDet,,,,,43.89142,-91.64893,989 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185758,MOR<USA-IL>: Garner et al.MN-MG503,,Rangewide,wild,43.89142,-91.64893,NA-Wild collected,USA,Minnesota,,,OAK-MOR-001400,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001400_S40_L001_R1_001.fastq.gz,OAK-MOR-001400_S40_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:Minnesota,subg. Quercus,Quercus,Prinoideae,QUE001947
1951,QUE001951,MB-MG507,,Quercus macrocarpa,7/6/17,"Mira Garner, Sara Desmond, Bruce Ford",HIPP,Canada,Manitoba,,,Whiteshell Provincial Park,,"granite hill top, graminoid dominated, scattered oaks",,,,,Quercus macrocarpa Michx.,,,,,,,,49.71376,-95.24385,1164 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184787,MOR<USA-IL>: Garner et al.MB-MG507,,DNA Barcoding,wild,49.71376,-95.24385,NA-Wild collected,Canada,Manitoba,,,OAK-MOR-001262,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001262_S16_L001_R1_001.fastq.gz,OAK-MOR-001262_S16_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba,subg. Quercus,Quercus,Prinoideae,QUE001951
1955,QUE001955,MB-MG511,,Quercus macrocarpa,7/6/17,"Mira Garner, Sara Desmond, Bruce Ford",HIPP,Canada,Manitoba,,,"Whiteshell Provincial Park, driveway off Block 4 Rd. ",,"granite hill top, graminoid dominated, scattered oaks",,,,,Quercus macrocarpa Michx.,,,,,,,,49.71204,-95.24480,1146 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184791,MOR<USA-IL>: Garner et al.MB-MG511,,Rangewide,wild,49.71204,-95.24480,NA-Wild collected,Canada,Manitoba,,,OAK-MOR-001401,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001401_S41_L001_R1_001.fastq.gz,OAK-MOR-001401_S41_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba,subg. Quercus,Quercus,Prinoideae,QUE001955
1959,QUE001959,MB-MG515,,Quercus macrocarpa,7/6/17,"Mira Garner, Sara Desmond, Bruce Ford",HIPP,Canada,Manitoba,,,Whiteshell Provincial Park,,"granite hill top, graminoid dominated, scattered oaks",,,,,Quercus macrocarpa Michx.,,,,,,,,49.71187,-95.24456,1139 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184795,MOR<USA-IL>: Garner et al.MB-MG515,,Rangewide,wild,49.71187,-95.24456,NA-Wild collected,Canada,Manitoba,,,OAK-MOR-001402,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001402_S42_L001_R1_001.fastq.gz,OAK-MOR-001402_S42_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba,subg. Quercus,Quercus,Prinoideae,QUE001959
1960,QUE001960,MB-MG516,,Quercus macrocarpa,7/7/17,"Mira Garner, Sara Desmond",HIPP,Canada,Manitoba,,,Spruce Woods Provincial Park,,"Open grassland, scattered oaks",,,,,Quercus macrocarpa Michx.,,,,,,,,49.76104,-99.15971,1239 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184796,MOR<USA-IL>: Garner & Desmond MB-MG516,,Rangewide,wild,49.76104,-99.15971,NA-Wild collected,Canada,Manitoba,,,OAK-MOR-001403,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001403_S43_L001_R1_001.fastq.gz,OAK-MOR-001403_S43_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba,subg. Quercus,Quercus,Prinoideae,QUE001960
1963,QUE001963,MB-MG519,,Quercus macrocarpa,7/7/17,"Mira Garner, Sara Desmond",HIPP,Canada,Manitoba,,,Spruce Woods Provincial Park,,Edge of open grassland and spruce grove.,,,,,Quercus macrocarpa Michx.,,,,,,,,49.76137,-99.16040,1253 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184799,MOR<USA-IL>: Garner & Desmond MB-MG519,,DNA Barcoding,wild,49.76137,-99.16040,NA-Wild collected,Canada,Manitoba,,,OAK-MOR-001263,phylo|macrocarpa,Illumina MiSeq,OAK-MOR-001263_S17_L001_R1_001.fastq.gz,OAK-MOR-001263_S17_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba,subg. Quercus,Quercus,Prinoideae,QUE001963
1969,QUE001969,MB-MG525,,Quercus macrocarpa,7/7/17,"Mira Garner, Sara Desmond",HIPP,Canada,Manitoba,,,Spruce Woods Provincial Park,,"Open grassland, scattered oaks",,,,,Quercus macrocarpa Michx.,,,,,,,,49.76055,-99.15844,1285 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184811,MOR<USA-IL>: Garner & Desmond MB-MG525,,Rangewide,wild,49.76055,-99.15844,NA-Wild collected,Canada,Manitoba,,,OAK-MOR-001404,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001404_S44_L001_R1_001.fastq.gz,OAK-MOR-001404_S44_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba,subg. Quercus,Quercus,Prinoideae,QUE001969
1971,QUE001971,MB-MG527,,Quercus macrocarpa,7/7/17,"Mira Garner, Sara Desmond",HIPP,Canada,Manitoba,,,"Assiniboine Forest, near trail",,Aspen and Oak woods,,,,,Quercus macrocarpa Michx.,,,,,,,,49.85783,-97.24911,788 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184813,MOR<USA-IL>: Garner & Desmond MB-MG527,,DNA Barcoding,wild,49.85783,-97.24911,NA-Wild collected,Canada,Manitoba,,,OAK-MOR-001264,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001264_S18_L001_R1_001.fastq.gz,OAK-MOR-001264_S18_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba,subg. Quercus,Quercus,Prinoideae,QUE001971
1974,QUE001974,MB-MG530,,Quercus macrocarpa,7/7/17,"Mira Garner, Sara Desmond",HIPP,Canada,Manitoba,,,Assiniboine Forest,,Aspen and Oak woods,,,,,Quercus macrocarpa Michx.,,,,,,,,49.85392,-97.24828,798 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184805,MOR<USA-IL>: Garner & Desmond MB-MG530,,Rangewide,wild,49.85392,-97.24828,NA-Wild collected,Canada,Manitoba,,,OAK-MOR-001405,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001405_S45_L001_R1_001.fastq.gz,OAK-MOR-001405_S45_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba,subg. Quercus,Quercus,Prinoideae,QUE001974
1979,QUE001979,MB-MG535,,Quercus macrocarpa,7/7/17,"Mira Garner, Sara Desmond",HIPP,Canada,Manitoba,,,"Assiniboine Forest, near trail",,Aspen and Oak woods,,,,,Quercus macrocarpa Michx.,,,,,,,,49.85344,-97.24661,796 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184809,MOR<USA-IL>: Garner & Desmond MB-MG535,,Rangewide,wild,49.85344,-97.24661,NA-Wild collected,Canada,Manitoba,,,OAK-MOR-001406,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001406_S46_L001_R1_001.fastq.gz,OAK-MOR-001406_S46_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba,subg. Quercus,Quercus,Prinoideae,QUE001979
1980,QUE001980,WI-MG536,,Quercus macrocarpa,7/9/17,"Mira Garner, Sara Desmond",HIPP,USA,Wisconsin,Sawyer,County,"Round Lake, Chequamegon-Nicolet National Forest",,"wooded, edge of lake",,,,,Quercus macrocarpa Michx.,,,,,,,,46.02383,-91.14557,1420 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184816,MOR<USA-IL>: Garner & Desmond WI-MG536,,Rangewide,wild,46.02383,-91.14557,NA-Wild collected,USA,Wisconsin,,,OAK-MOR-001407,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001407_S47_L001_R1_001.fastq.gz,OAK-MOR-001407_S47_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001980
1982,QUE001982,WI-MG538,,Quercus macrocarpa,7/9/17,"Mira Garner, Sara Desmond",HIPP,USA,Wisconsin,Sawyer,County,"Round Lake, Chequamegon-Nicolet National Forest",,Roadside,Woods dominated by Acer and red oak,,,,Quercus macrocarpa Michx.,,,,,,,,46.02590,-91.14288,1522 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184818,MOR<USA-IL>: Garner & Desmond WI-MG538,,DNA Barcoding,wild,46.02590,-91.14288,NA-Wild collected,USA,Wisconsin,,,OAK-MOR-001265,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001265_S19_L001_R1_001.fastq.gz,OAK-MOR-001265_S19_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001982
1985,QUE001985,WI-MG541,,Quercus macrocarpa,7/9/17,"Mira Garner, Sara Desmond",HIPP,USA,Wisconsin,Sawyer,County,"Round Lake, Chequamegon-Nicolet National Forest",,roadside,,,,,Quercus macrocarpa Michx.,,,,,,,,46.02440,-91.12945,1485 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184821,MOR<USA-IL>: Garner & Desmond WI-MG541,,Rangewide,wild,46.02440,-91.12945,NA-Wild collected,USA,Wisconsin,,,OAK-MOR-001408,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001408_S48_L001_R1_001.fastq.gz,OAK-MOR-001408_S48_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001985
2057,QUE002057,Minooka 2,,Quercus macrocarpa,,Ian Pearse,PEARSE-HIPP,USA,Kansas,Russell,County,Minooka Park Recreation Area,,Riparian area near large resevoir,"Cottonwood, willow",,,,Quercus macrocarpa,,,,,,,,38.963586,-98.58906,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185349,"MOR<USA-IL>: Pearse Minooka, Population voucher",population voucher,DNA Barcoding,wild,38.963586,-98.58906,NA-Wild collected,USA,Kansas,,,OAK-MOR-001266,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001266_S20_L001_R1_001.fastq.gz,OAK-MOR-001266_S20_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas,subg. Quercus,Quercus,Prinoideae,QUE002057
2058,QUE002058,Minooka 3,,Quercus macrocarpa,,Ian Pearse,PEARSE-HIPP,USA,Kansas,Russell,County,Minooka Park Recreation Area,,Riparian area near large resevoir,"Cottonwood, willow",,,,Quercus macrocarpa,,,,,,,,38.963586,-98.58906,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185349,"MOR<USA-IL>: Pearse Minooka, Population voucher",population voucher,Rangewide,wild,38.963586,-98.58906,NA-Wild collected,USA,Kansas,,,OAK-MOR-001409,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001409_S49_L001_R1_001.fastq.gz,OAK-MOR-001409_S49_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas,subg. Quercus,Quercus,Prinoideae,QUE002058
2059,QUE002059,Minooka 4,,Quercus macrocarpa,,Ian Pearse,PEARSE-HIPP,USA,Kansas,Russell,County,Minooka Park Recreation Area,,Riparian area near large resevoir,"Cottonwood, willow",,,,Quercus macrocarpa,,,,,,,,38.963586,-98.58906,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185349,"MOR<USA-IL>: Pearse Minooka, Population voucher",population voucher,Rangewide,wild,38.963586,-98.58906,NA-Wild collected,USA,Kansas,,,OAK-MOR-001410,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001410_S50_L001_R1_001.fastq.gz,OAK-MOR-001410_S50_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas,subg. Quercus,Quercus,Prinoideae,QUE002059
2068,QUE002068,Salina 3,,Quercus macrocarpa,,Ian Pearse,PEARSE-HIPP,USA,Kansas,Saline,County,Lakewood Park,,"Riparian, small town, city maintained park along river","Cottonwood, willow",,,,Quercus macrocarpa,,,,,,,,38.842944,-97.588909,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185356,"MOR<USA-IL>: Pearse Salina, Population voucher",population voucher,Rangewide,wild,38.842944,-97.588909,NA-Wild collected,USA,Kansas,,,OAK-MOR-001411,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001411_S51_L001_R1_001.fastq.gz,OAK-MOR-001411_S51_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas,subg. Quercus,Quercus,Prinoideae,QUE002068
2069,QUE002069,Salina 4,,Quercus macrocarpa,,Ian Pearse,PEARSE-HIPP,USA,Kansas,Saline,County,Lakewood Park,,"Riparian, small town, city maintained park along river","Cottonwood, willow",,,,Quercus macrocarpa,,,,,,,,38.842944,-97.588909,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185356,"MOR<USA-IL>: Pearse Salina, Population voucher",population voucher,Rangewide,wild,38.842944,-97.588909,NA-Wild collected,USA,Kansas,,,OAK-MOR-001412,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001412_S52_L001_R1_001.fastq.gz,OAK-MOR-001412_S52_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas,subg. Quercus,Quercus,Prinoideae,QUE002069
2072,QUE002072,Chickenbristle 1,,Quercus macrocarpa,,Ian Pearse,PEARSE-HIPP,USA,Illinois,Douglas,County,Property of Bob Pearse,,Mixed mesic and riparian vegetation along Kaskaskia river with oak-hickory savannas in grazed or mowed meadows.,"Quercus palustris, Quercus imbricana, black walnut, hikory, locust, hackberry, chokecherry",,,,Quercus macrocarpa,,,,,,,,39.839311,-88.367745,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185352,MOR<USA-IL>: Pearse Chickenbristle 1,,Rangewide,wild,39.839311,-88.367745,,USA,Illinois,,,OAK-MOR-001413,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001413_S53_L001_R1_001.fastq.gz,OAK-MOR-001413_S53_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois,subg. Quercus,Quercus,Prinoideae,QUE002072
2073,QUE002073,Chickenbristle 2,,Quercus macrocarpa,,Ian Pearse,PEARSE-HIPP,USA,Illinois,Douglas,County,Property of Bob Pearse,,Mixed mesic and riparian vegetation along Kaskaskia river with oak-hickory savannas in grazed or mowed meadows.,,,,,Quercus macrocarpa,,,,,,,,39.839311,-88.367745,,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,?,,,,,,,Rangewide,wild,39.839311,-88.367745,,USA,Illinois,,,OAK-MOR-001414,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001414_S54_L001_R1_001.fastq.gz,OAK-MOR-001414_S54_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois,subg. Quercus,Quercus,Prinoideae,QUE002073
